Schlagwort;Idee;Problem;Lösung
Digitalisierung;Vernetzte und platzsparende Müllsammlung;"Aktuell wird Müll in der Stadt Bamberg über Wertstoffinseln, Mülltonnen bzw. den Gelben Sack gesammelt.

Die Organisation dieser Müllsammlung ist jedoch nicht besonders smart:

1. Fehlende Bedarfsorientierung: Mülltonnen und -säcke werden nicht nach Bedarf gesammelt, sondern müssen jeweils zu bestimmten Tagen an die Straße gestellt werden.

2. Hindernisse im öffentlichen Raum: Mülltonnen und -säcke belegen wertvollen öffentlichen Raum - insbesondere die sowieso schon oftmals sehr engen Fußwege oder auch Radwege.

3. Müll in der Straße: Die Gelben Säcke reißen manchmal auf und der Müll verteilt sich dann in der Straße.

4. Aufwändiges Einsammeln: Müllfahrzeuge fahren im Stop and Go durch die Straßen, um die Tonnen und Säcke zu leeren. Das sorgt für Emissionen und Verkehrsbehinderungen.

5. Fehlende Daten über Müllaufkommen: Eine Berechnung von Müllgebühren über die tatsächliche Menge an produziertem Müll ist ebenfalls nicht möglich.";"Die Stadt Amsterdam hat ein solches System unterirdischer, miteinander vernetzter Müllinseln bereits im Einsatz. Diese sind über die Stadt verteilt (teilweise in jeder Straße). Für jede Müllart gibt es einen überirdischen Einwurf. Darunter sind im Boden versenkte Müllcontainer, in denen der Müll platzsparend unter der Oberfläche gesammelt wird.

Der Einwurf ist mittels Klappe so gestaltet, dass Müll je Vorgang nur in einer bestimmten Menge eingeworfen werden kann. Die Behälter können erkennen, wann sie voll sind bzw. können dies vorhersagen. Es ist teilweise auch möglich, dass nur Bürger*innen mit einer RFID-Müllkarte den Einwurf aktivieren können. So wird sichergestellt, dass nur berechtigte Personen, die Müllgebühren bezahlen, die Behälter nutzen. Dies ermöglicht sogar ein Zählen bzw. wiegen der Müllmenge.

Die Bürger*innen können mittels einer Handy-App und auf einer Website den nächsten Standort auf einer Karte ausfindig machen. Dort wird auch angezeigt, ob der Müllbehälter noch Kapazitäten hat. Sobald die unterirdischen Müllbehälter voll werden, wird die Leerung automatisch benachrichtigt. Ein Fahrzeug kommt und hebt den unterirdischen Container aus dem Boden. Dieser wird in das Fahrzeug geleert und dann wieder in den Boden eingesetzt.

Weitere Infos: https://www.core77.com/posts/102208/Amst...

Weitere Infos: https://www.amsterdam.nl/en/waste-recycl..."
Stadtgestaltung;Smart City Hackathon Bamberg;"Ohne Umsetzung sind Ideen nur wenig wert.
Heterogene Gruppen generieren bessere Ideen. ";Bei einem Smart City Hackathon erarbeiten Menschen aus unterschiedlichen Branchen , unterschiedlichen Generationen, mit unterschiedlichen Ausbildungen und unterschiedlichen kulturellen Hintergründen gemeinsam an einer smarteren und lebenswerteren Stadt. 
Mobilität;Temporär autofreie Strassen;Viel Autoverkehr in der Innenstadt, Unfall-Hotspots für Radfahrer/Fussgänger, Wenig Platz für Aussengastronomie ;"Man kann nicht einfach so autofreie Quartiere etablieren. Vielleicht könnte der Vorschlag von Montreal auch für Bamberg interessant sein:
https://montrealgazette.com/news/local-n...
https://twitter.com/berkie1/status/14109...

So könnte man temporär bestimmte Strassen in Bamberg sperren und zu ""Popup-Autofreien-Zonen"" machen. Kandidaten wären beispielsweise
Lange Strasse/Kapizinerstrasse
Siechenstrasse/Obere Königsstrasse ( hat ja während des Wasserrohrbruchs auch geklappt)
Untere Sandstrasse/Residenzstrasse

Auf den Strassen könnte dann die Aussengastronomie ausgeweitet werden, Popo-up stores entstene, Ausstellungen und Projekte durchgeführt werden. Auf den Ausweichstrassen wird per smarten Zählern gemessen werden, wie stark der Verkehr zunimmt. Anhand dieser Daten kann entschieden werden, ob aus temporären Sperrungen dauerhafte Sperrungen werden."
Digitalisierung;Kompletter Ausbau der Internetanbindung des Bambit-Netzes;Bamberg soll zur Smart-City werden und viele Sachen digitalisiert werden, allerdings gibt es immer noch Stadtbezirke bzw. Gewerbegebiete die gerade mit DSL 16000 versorgt sind. Um die Digitalisierung voranzutreiben, sollte Bamberg erstmals komplett mit Glasfaser bzw. Hochgeschwindigkeitsinternet ausgebaut werden, da die Digitalisierung auch im Handwerk und Wirtschaftsbereich immer weiter voranschreitet. ;Kompletter Ausbau des Glasfasernetzes in Bamberg Stadt oder Ausbau des bestehenden Netzes
Kultur;Digitale Teilhabe - Städtische Schulungen;Die Smart City Bamberg kann nur dann eine solche werden, wenn die digitalen Angebote für alle Bürger*innen der Stadt einfach nutzbar und zugänglich sind. Viele Menschen verfügen nicht über die digitale Affinität, um von “Smart City” zu profitieren.;Digitale Schulungen, die von der Stadt zu den digitalen Angeboten von Smart City angeboten werden, müssen ein Kernstück der Smart City Strategie darstellen. Mithilfe von Schulungsangeboten, Internet-Cafes, Hilfehotlines und sonstigen städtischen Angeboten muss sichergestellt werden, dass die Angebote barrierefrei und nutzbar für die Bürger*innen sind. Auch außerhalb von Smart City stellt dies angesichts der immer weiter fortschreitenden Digitalisierung ein wichtiges Projekt dar. Ein solches Angebot sollte insbesondere auch für Bürger*innen erbracht werden deren Muttersprache nicht Deutsch ist.
Digitalisierung;Errichtung eines datenschutzkonformen Bürger*innen-Portals;Unübersichtlichkeit und dezentrale Online-Angebote stellen eine Hürde dar, die vielen Menschen die Nutzung digitaler Angebote erschwert. Viele Vorschläge (ebenfalls hier im Portal, auch von uns) bestehen bereits in einer ähnlichen Form, sind allerdings kaum bekannt.;"Die Errichtung eines digitalen, datenschutzkonformen Bürger*innen-Portals, das die städtischen digitalen Angebote, Informationen und weitere Funktionen bündelt. Auch Verwaltungsdienste könnten so deutlich vereinfacht werden, womöglich via persönlichen Log-In. Umso entscheidender ist der Datenschutz bei diesem Vorhaben. Das Portal sollte sowohl als App, als auch als Website-Version verfügbar sein.
Dieses Portal sollte auch in mehreren Sprachen verfügbar sein."
Digitalisierung;;Stadtratssitzungen stellen den essentiellen Teil kommunaler Politik dar, umso entscheidender ist es, dass diese für alle Menschen zugänglich sind. Aufgrund der pandemischen Lage vor allem in 2020/21 aber auch auf Grund andere Umstände (Arbeit, Mobilität, Pflege, Kinderbetreuung etc.) stellt die Teilnahme vor Ort eine große Hürde für Zuschauer*innen dar.;Diese Hürde könnte durch eine Online-Übertragung der Stadtratssitzungen gelöst werden. Volt Bamberg hat diesbezüglich bereits einen Antrag eingebracht, leider wurde dieser bisher nicht umgesetzt. Eine Online-Übertragung würde eine effiziente und kostengünstige Möglichkeit darstellen, um die kommunale Teilhabe und Transparenz zu stärken.
Digitalisierung;Digitaler Marktplatz - Produktübersicht von Einzelhändler*innen;Im Zuge der Digitalisierung wird es nötig sein, den Einzelhandel bzw. Den “Kauf in Präsenz” zu unterstützen. Neben ökologischen Gründen spielen hierbei auch Arbeitsplätze eine entscheidende Rolle. Die Hürden für das “Vor-Ort” Einkaufen sollten also mit hilfe eines digitalen Leuchtturmprojekts gesenkt werden.;"Wir schlagen vor, dass alle Einzelhändler*innen die Möglichkeit bekommen sollten, ihr Angebot in einem städtischen Portal einzutragen, sodass Bürger*innen über eine Suchfunktion schnell das gewünschte Produkt finden können.
Erweitert könnte das Konzept mit einem Dienstleister kombiniert werden, wodurch die Ware dann für ein Entgelt sogar nach Hause geliefert werden könnte. Somit könnte man den Komfort der Internetbestellung mit der Unterstützung des lokalen Handels vereinen."
Ehrenamt;Integration kultureller und ehrenamtlicher Angebote ins Bürger*innenportal;"Ehrenamtliches Engagement sowie die Unterstützung der Kulturszene Bambergs sollte möglichst einfach gemacht und städtisch unterstützt werden.

Ehrenamtliches Engagement sowie die Unterstützung der Kulturszene Bambergs sollte möglichst einfach gemacht und städtisch unterstützt werden.

Ehrenamtliches Engagement sowie die Unterstützung der Kulturszene Bambergs sollte möglichst einfach gemacht und städtisch unterstützt werden.

Ehrenamtliches Engagement sowie die Unterstützung der Kulturszene Bambergs sollte möglichst einfach gemacht und städtisch unterstützt werden.

Ehrenamtliches Engagement sowie die Unterstützung der Kulturszene Bambergs sollte möglichst einfach gemacht und städtisch unterstützt werden.

";Da es in Bamberg eine Vielzahl von Vereinen, Parteien und sonstigen Gruppierungen gibt, bei denen schnell der Überblick verloren geht, wollen wir kulturelle und ehrenamtliche Angebote und Tätigkeiten mit in ein Bürger*innenportal einfließen lassen.
Kultur;Raumbuchungen für Kunst- und Kulturschaffende;Häufig stellt es für Kunst- und Kulturschaffende sowie jene, die es werden wollen, eine Schwierigkeit dar, Räumlichkeiten für z.B. Proberäume oder Ateliers zu finden.;Ermöglichung von Online-Raumbuchungen in städtischen Einrichtungen und öffentlichen Gebäuden für Kunst- und Kulturschaffende. Eine solche Funktion könnte in ein allgemeines Bürger*innenportal (Bambergportal) integriert werden
Crowdsensing;Digitales Mängelmeldeportal;Die Stadt könnte durch schnellere Kommunikation von Mängeln, Verschmutzung und bsp. Straßenschäden sauberer sowie sicherer gehalten werden.;Errichtung eines digitalen Mängelmeldeportals, dass in das Bürger*innen-Portal integriert wird. Die Hürden bei so einem Angebot müssen sehr gering gehalten werden, sodass der Zeitaufwand für die Beobachtenden ebenfalls gering ausfällt. Dadurch könnte die Bereitschaft einer Mängelmeldung angeregt werden.
Gesundheit ;Digitales Angebot für gesundheitliche Dienste;Viele Menschen finden nicht die Zeit, bestimmte gesundheitliche Dienste wahrzunehmen oder nehmen die Hürde als zu hoch wahr. Darunter sollte die Gesundheit der Betroffenen nicht leiden.;Insbesondere Dienste, die der seelischen Gesundheit einer Person dienen, könnten durch ein zusätzliches digitales Angebot erweitert angeboten werden. Die Stadt könnte mit hilfe des Smart City Projekts die nötige Infrastruktur hierfür bereitstellen.
Digitalisierung;Gewerbeanmeldungen und digitale Bauanträge;Gewerbeanmeldungen und Bauanträge stellen teilweise große bürokratische Hürden dar, die durch digitale Lösungen vereinfacht werden könnten.;Möglichkeiten für digitale Gewerbeanmeldungen und Bauanträge schaffen.
Ehrenamt;Beteiligungsangebote an unterschiedlichen Nutzer*innen orientieren;Es gibt eine Vielzahl von Bürger*innen-Gruppen, die durch die gängigen Verfahren (Stadtteilentwicklung, Bauplanung....) nicht erreicht werden, weil sie für verschiedene Milieus als hochschwellig erlebt werden. ;"In der sozialraumorientierten Jugendarbeit wurden zum Beispiel Techniken entwickelt (Deinet), die die Alltagserfahrungen und Ideen von Kindern und Jugendlichen nutzen , um deren Position und Ideen zum Thema Quartiergestaltung zu erheben (Autofotografie, Subjektive Landkarten...).
Es liesse sich auch an eine zu entwicklende App denken, in denen interessierten Bürger*innen Gestaltungselmene der Quartiergestaltung ( bauliche Elemente, Wege, Grüngestaltung, soziale Infrastruktur...) zur Verfügung gestellt werden und die Teilnehmer*innen im Ausprobieren eigene Ideen zur Quartiergestaltung entwickeln.
In einem Chat könnte zwischen den Ideengebern und der Stadtplanung geklärt werden, welche Bedeutung die Entwürfe, Fotos, Landkarten für die Teilnehmer*innen haben und welche Impulse sich für die Planung ergeben. "
Ehrenamt;Kompetenzen und Stärken im Quartier mit Nachbarschaftshilfe oder Tauschbörsen zusammen bringen;Stadtteile sind voller Menschen, die Vieles gut können und gerne tun. Das Problem, dass sich stellt, ist heraus zu bekommen, was wer gerne macht oder gut kann und welchen Ausgleich (Gegenleistung, Anerkennung, Geld....) für diese Personen passen. ;"Entwicklung einer App, die einzelnen Bürger*innen ermöglicht sich in ihren Stärken und Talenten zu beschreiben. Es wird eine Art Liste zur Verfügung gestellt, die in verschiedenen Alltagsbereichen ganz verschiedene Tätigkeiten erfasst.
Die App ermöglicht dem Nutzer oder der Nutzerin zudem, diese Beschreibung auf das zu komprimieren, was ihnen ""Spaß"" macht uns angeboten werden kann. Außerdem kann benannt werden welche Gegenleistung grundsätzlich passen würde.
Das Ergebnis wird einem Quartierbüro oder einer Nachbarschaftsbörse zur Verfügung gestellt, die mit einer Ressourcenkartei Angebote und Nachfragen matchen kann. "
Barrierefreiheit;Aufbau digitaler Kompetenz;"Beteiligung am Prozess der digitalen Transformation setzt eine Fülle von Kompetenz voraus, die nicht in allen Bürger*innen-Gruppen schon ausreichend vorhanden sind. Vor Problemen stehen insbesondere bildungsferne, finanziell schlecht ausgestatte Bürger*innen und Familien und Bürger*innen deren Berufserfahrungen wenig mit IT zu tun hatte.
Die Bürger*innen-Gruppen drohen Opfer einer digitalen Spaltung in unserer Stadt zu werden. ";"In Bamberg wird eine Fortbildungseinrichtung zur Entwicklung digitaler Kompetenz aufgebaut. In dieser Einrichtung arbeitet fachlich und medienpädagogisch geschultes Personal, das geschlechter- und alterssensibel Fortbildung anbietet:
Teil dieser Angebote sind auch Fortbildungs- und/ oder Informations- und Übungsmöglichkeiten zu E-Health-Angeboten für ältere Bürger*innen und pflegende Angehörige: (Patientenakte, Informationssysteme, virtuelle Sprechstunden, Monitoring-Health-Anwendungen)
Diese Angebote sind entweder dezentral an die Quartierbüros angebunden oder finden in Kirchengemeinden statt. Gleichzeitig sind zentrale Angebote etwa in der VHS, in den Räumen des MIB oder in Organisationen statt, die sich in diesem Bereich engagieren wollen, z.B. SKF Bamberg denkbar. "
Ehrenamt;Aufbau digitaler Begleitung;"Neue Entwicklungen, neue technische Geräte aber auch eingeführte
digitale Lösungen stoßen immer wieder auf unsichere oder verunsicherte Bürger*innen, die aus Scham oder Unsicherheiten auf die Nutzung digitaler Lösungen verzichten und so nicht in dem gewünschten Umfang von den Möglichkeiten des Smart-City-Prozesses profitieren können, obwohl sie das eigentlich wünschen sogar wollen. ";"Es wird ein Service „Beratung und Begleitung in der digitalen Welt“ durch Ehrenamtliche aufgebaut, der dezentral, z.B. in Quartierbüros zur Verfügung gestellt wird.
Im Rahmen eines Digitalpaktes „Jung und Alt“ in Kooperation mit Schulen, dem Familienbeirat, Senior*innen-Clubs, den Quartierbüros wird ein Projekt entwickelt für gemeinsame digitale Erfahrungsräume und Austausch zwischen digital fremdelnden, unerfahrenen und digital affinen Menschen verschiedenen Alters (zum Beispiel Senior*innen und Schüler*innen)
Hier werden herstellerneutrale Erfahrungs- und Erprobungsräume angeboten.
Die Ehrenamtlichen werden durch medienpädagogisch geschultes Personal begleitet.
Informationsmaterialien (einfache Sprache, mehrsprachig) zu den o.g. Angeboten aber auch zu typischen technischen Problemen in der digitalen Welt, sowie über die Angebote der unterstützenden Organisationen stehen zur Verfügung."
Verwaltung;Finanzielle Sicherstellung des Aufbaus digitaler Kompetenz und Begleitung;"Die Finanzierung von Fortbildung und Begleitung sowie die Ausstattung von Einrichtungen, in denen diese Fortbildung und Begleitung organisiert wird, kostet Geld.
Die Beteiligung von finanziell nicht gut ausgestatteten Bürger*innen am Transformationsprozeß ist nicht zuletzt davon abhängig, dass sie über leistungsstarke Endgeräte verfügen oder aber (in Quartierbüros, Einrichtungen der Altenhilfe…) nutzen können. Auch das ist mit Kosten verbunden. ";"In Zusammenhang mit dem Smart-City-Prozess und mit Mitteln der Smart-City-Projektes wird ein Fond gebildet, aus dem die oben beschriebenen Kosten gedeckt werden können.
Mit Firmen, die von dem Prozess finanziell profitieren, wird eine ein Prozentsatz vereinbart, der in einen Smart-City-Fond eingezahlt wird. "
Verwaltung;Schaffung einer Reflexions- und Evaluationsinstanz des Digitalisierungsprozesses ;"Der Transformationsprozess ist ein sehr komplexer Prozess, in dem Risiken der Vertiefung der digitalen Spaltung unserer Stadt kontrolliert werden sollten. Diese Spaltung entsteht nicht nur durch die Tatsache, dass es digital fremdelnde und affine Bürger*innen gibt. Die Risiken entstehen auch dadurch, dass in gefundenen Lösungen immer auch die Interessen definitionsmächtiger Akteure stecken und durchgesetzt werden. Diese Interessen sind gleichzeitig ein Motor des Prozesses im Sinne von Entwicklung und Fortschritt wie auch ein Motor, der ökonomischen Interessen der Akteure folgt und oft unsensibel für Exklusionsprozesse ist.
Diese Dimensionen des Transformationsprozesse müssen in den Blick genommen werden.";"Bamberg gründet einen Ethikrat. Der Ethikrat entwickelt einen Werterahmen des Smart-City-Prozesses und stellt ihn zur Diskussion und Entscheidung, zum Beispiel im Stadtrat.
Aufgabe des Werterahmens ist es möglich zu machen, dass Exklusionsrisiken der digitalen Transformation z.B. für ältere Menschen, aber auch andere Bürger*innen-Gruppen, die Sicherstellung analoger Alternativen, Fragen des Datenschutzes und Aspekte des technischen Paternalismus, die mit dem Werterahmen kollidieren, kritisch reflektiert werden können.
Der Ethikrat sollte nicht machtlos sein. Er sollte befugt sein der Projektsteuerung Aufgaben zu stellen, die dann stadtöffentlich verhandelt werden müssen. "
